餐廳名稱,地址,餐廳連結,latitude,longitude,distance,st_score,st_price,st_total_com,st_tag
一番大溪港海鮮,103台灣大同區民生西路219號 ,https://www.google.com/maps/place/%E4%B8%80%E7%95%AA%E5%A4%A7%E6%BA%AA%E6%B8%AF%E6%B5%B7%E9%AE%AE/data=!4m7!3m6!1s0x3442a96aee6d44d3:0x9dd8b3159002a86b!8m2!3d25.0572465!4d121.5161635!16s%2Fg%2F1pzt1y1jw!19sChIJ00Rt7mqpQjQRa6gCkBWz2J0?authuser=0&hl=zh-TW&rclk=1,25.0572465,121.5135886,0.1018180113409588,3.9,$400-600,183,"['價格', '炒', '菜', '透明', '寧夏夜市', '蔥爆牛肉', '公道', '魚頭', '生魚片', '雞湯']"
塩烤鮮蝦,103台北市大同區寧夏路第65攤 ,https://www.google.com/maps/place/%E5%A1%A9%E7%83%A4%E9%AE%AE%E8%9D%A6/data=!4m7!3m6!1s0x3442a9204105a515:0x6bf8e1e49419cb26!8m2!3d25.0562542!4d121.515396!16s%2Fg%2F11p028l2nq!19sChIJFaUFQSCpQjQRJssZlOTh-Gs?authuser=0&hl=zh-TW&rclk=1,25.0562542,121.5128211,0.0478960686873223,2.8,,6,['生蠔']
邱記10元碳烤,103台北市大同區寧夏路035攤位號 ,https://www.google.com/maps/place/%E9%82%B1%E8%A8%9810%E5%85%83%E7%A2%B3%E7%83%A4/data=!4m7!3m6!1s0x3442a9003ac42771:0xda0bd7153560ae8b!8m2!3d25.0564838!4d121.5156776!16s%2Fg%2F11w3891k4d!19sChIJcSfEOgCpQjQRi65gNRXXC9o?authuser=0&hl=zh-TW&rclk=1,25.0564838,121.5131027,0.0387346865550994,2.9,$200-400,12,"['價格', '評論區', '袋']"
日船章魚小丸子,103台北市大同區寧夏路109號攤位號 ,https://www.google.com/maps/place/%E6%97%A5%E8%88%B9%E7%AB%A0%E9%AD%9A%E5%B0%8F%E4%B8%B8%E5%AD%90/data=!4m7!3m6!1s0x3442a9d666e15517:0xbdfe4d736325a84e!8m2!3d25.0558125!4d121.5153065!16s%2Fg%2F11ty6576ph!19sChIJF1XhZtapQjQRTqglY3NN_r0?authuser=0&hl=zh-TW&rclk=1,25.0558125,121.5127316,0.0968910165050733,2.3,$1-200,27,"['價格', '苦味', '內餡', '盒', '失望', '店員', '柴魚片', '口感']"
阿川蚵仔麵線,103台北市大同區民生西路198-17號 ,https://www.google.com/maps/place/%E9%98%BF%E5%B7%9D%E8%9A%B5%E4%BB%94%E9%BA%B5%E7%B7%9A/data=!4m7!3m6!1s0x3442a96b2129eb95:0x410737b63d140cc1!8m2!3d25.0569791!4d121.5162818!16s%2Fg%2F1th472ls!19sChIJlespIWupQjQRwQwUPbY3B0E?authuser=0&hl=zh-TW&rclk=1,25.0569791,121.5137069,0.0981409951464911,4.3,$1-200,1635,"['壽司', '蒜', '辣油', '烤腸', '寧夏夜市', '黑醋', '柴魚', '阿宗面線', '荷爾蒙', '元慶蠔']"
小漁夫海鮮燒烤（泰國蝦.乾燒蛤.烤魷魚）,103台北市大同區寧夏路56-38號 ,https://www.google.com/maps/place/%E5%B0%8F%E6%BC%81%E5%A4%AB%E6%B5%B7%E9%AE%AE%E7%87%92%E7%83%A4%EF%BC%88%E6%B3%B0%E5%9C%8B%E8%9D%A6.%E4%B9%BE%E7%87%92%E8%9B%A4.%E7%83%A4%E9%AD%B7%E9%AD%9A%EF%BC%89/data=!4m7!3m6!1s0x3442a9c254389b11:0x241c24e93c5fef25!8m2!3d25.0562512!4d121.5152728!16s%2Fg%2F11l2p32lss!19sChIJEZs4VMKpQjQRJe9fPOkkHCQ?authuser=0&hl=zh-TW&rclk=1,25.0562512,121.5126979,0.0489940339757291,3.2,,6,['價格']
墾丁牧場炸鮮奶,103台北市大同區寧夏路012攤位號 ,https://www.google.com/maps/place/%E5%A2%BE%E4%B8%81%E7%89%A7%E5%A0%B4%E7%82%B8%E9%AE%AE%E5%A5%B6/data=!4m7!3m6!1s0x3442a9cb90747c29:0x2dc8a81926ab1ef3!8m2!3d25.0546538!4d121.5147469!16s%2Fg%2F11trk9mgf4!19sChIJKXx0kMupQjQR8x6rJhmoyC0?authuser=0&hl=zh-TW&rclk=1,25.0546538,121.512172,0.2335275285878787,1.7,$1-200,23,"['oreo', '夜市', '奶油', '吃吃看', '價錢']"
放羊吃草新疆羊肉串,103台北市大同區寧夏路寧夏夜市 ,https://www.google.com/maps/place/%E6%94%BE%E7%BE%8A%E5%90%83%E8%8D%89%E6%96%B0%E7%96%86%E7%BE%8A%E8%82%89%E4%B8%B2/data=!4m7!3m6!1s0x3442a9f6db7b9abd:0x941a08356e5cc0e2!8m2!3d25.056394!4d121.5153051!16s%2Fg%2F11sf7zk9xt!19sChIJvZp72_apQjQR4sBcbjUIGpQ?authuser=0&hl=zh-TW&rclk=1,25.056394,121.5127302,0.0328456497633881,3.3,$1-200,41,"['孜然', '香', '調味', '夜市', '鹹', '鹿肉', '零錢', '抽煙', '故意', '臉']"
龍賛鍋,103台北市大同區平陽街26號 ,https://www.google.com/maps/place/%E9%BE%8D%E8%B3%9B%E9%8D%8B/data=!4m7!3m6!1s0x3442a96b14709fc7:0xb3971fec76872380!8m2!3d25.0551839!4d121.5159171!16s%2Fg%2F11gd1t_z14!19sChIJx59wFGupQjQRgCOHduwfl7M?authuser=0&hl=zh-TW&rclk=1,25.0551839,121.5133422,0.1754582740830157,3.5,$1-200,271,"['白飯', '外送', '臭臭鍋', '麻辣', '羊肉', '藥膳', '蟑螂', '寧夏夜市', '酸菜', '臭豆腐']"
牛窟,103台北市大同區歸綏街127號 ,https://www.google.com/maps/place/%E7%89%9B%E7%AA%9F/data=!4m7!3m6!1s0x3442a941fb4551fb:0x52bb0963c23b7c76!8m2!3d25.0585659!4d121.5154955!16s%2Fg%2F11c1wwpzr7!19sChIJ-1FF-0GpQjQRdnw7wmMJu1I?authuser=0&hl=zh-TW&rclk=1,25.0585659,121.5129206,0.208709438161632,4.0,$200-400,337,"['外送', '蓋飯', '炒飯', '燴飯', '蔥爆牛肉', '牛肉湯', '食材', '牛雜', '空心菜', '沙茶']"
就愛豆乳雞,103台北市大同區民生西路 ,https://www.google.com/maps/place/%E5%B0%B1%E6%84%9B%E8%B1%86%E4%B9%B3%E9%9B%9E/data=!4m7!3m6!1s0x3442a9e6e1866f99:0x30a3ef5eba40889a!8m2!3d25.0570217!4d121.5156164!16s%2Fg%2F11v0zp0jcw!19sChIJmW-G4eapQjQRmohAul7vozA?authuser=0&hl=zh-TW&rclk=1,25.0570217,121.5130415,0.0451027683367444,4.1,$1-200,21,"['新聞', '攤販', '酥脆', '價格']"
老攤肉粥,103台北市大同區寧夏路口與民生路口 ,https://www.google.com/maps/place/%E8%80%81%E6%94%A4%E8%82%89%E7%B2%A5/data=!4m7!3m6!1s0x3442a96ac29c0743:0x12e9b58b0fc87242!8m2!3d25.0571683!4d121.5156308!16s%2Fg%2F11g__vnz8!19sChIJQwecwmqpQjQRQnLID4u16RI?authuser=0&hl=zh-TW&rclk=1,25.0571683,121.5130559,0.0598606110043744,3.8,$1-200,293,"['炸', '紅燒肉', '碗', '價格', '海鮮', '早上', '蝦仁', '小菜', '花枝', '旗魚']"
文大叔蔬食麵線 全素與蛋奶素,103台北市大同區民生西路169之2號 ,https://www.google.com/maps/place/%E6%96%87%E5%A4%A7%E5%8F%94%E8%94%AC%E9%A3%9F%E9%BA%B5%E7%B7%9A+%E5%85%A8%E7%B4%A0%E8%88%87%E8%9B%8B%E5%A5%B6%E7%B4%A0/data=!4m7!3m6!1s0x3442a903028a32ab:0xd2abdfa19577a384!8m2!3d25.0572659!4d121.5173654!16s%2Fg%2F11j8dt98mp!19sChIJqzKKAgOpQjQRhKN3laHfq9I?authuser=0&hl=zh-TW&rclk=1,25.0572659,121.5147905,0.2119226071501466,4.7,$1-200,335,"['麵線', '滷味', '小菜', '排骨', '素麵', '滷蛋', '勾芡', '豆干', '黑白', '沙茶醬']"
蓮飲料吧,103台北市大同區寧夏路001攤位 ,https://www.google.com/maps/place/%E8%93%AE%E9%A3%B2%E6%96%99%E5%90%A7/data=!4m7!3m6!1s0x3442a96b1ffb695b:0xba7bbf6d6780528d!8m2!3d25.0569448!4d121.5155948!16s%2Fg%2F1t_hwpdp!19sChIJW2n7H2upQjQRjVKAZ22_e7o?authuser=0&hl=zh-TW&rclk=1,25.0569448,121.5130199,0.0369634622522402,4.4,$1-200,204,"['甘蔗', '檸檬', '杯', '甜', '楊桃', '牛奶', '養樂多', '比例', '酸', '夜市']"
泰讚了thai like tea 寧夏店,103台北市大同區民生西路198之14號 ,https://www.google.com/maps/place/%E6%B3%B0%E8%AE%9A%E4%BA%86thai+like+tea+%E5%AF%A7%E5%A4%8F%E5%BA%97/data=!4m7!3m6!1s0x3442a97698927f1d:0x9591ac4f5e53ff5!8m2!3d25.057003!4d121.5163613!16s%2Fg%2F11y1srw98m!19sChIJHX-SmHapQjQR9T_l9cQaWQk?authuser=0&hl=zh-TW&rclk=1,25.0565474,121.5130926,0.0342285408652443,4.8,$1-200,137,"['甜', '泰式奶茶', '店員', '選擇', '班蘭', '椰', '寧夏夜市', '鴛鴦', '西米', '衛生']"
甘記燒仙草飲料店,103019台北市大同區寧夏路30之4號 ,https://www.google.com/maps/place/%E7%94%98%E8%A8%98%E7%87%92%E4%BB%99%E8%8D%89%E9%A3%B2%E6%96%99%E5%BA%97/data=!4m7!3m6!1s0x3442a96b248a37ed:0xaf3613ef0505409b!8m2!3d25.0558677!4d121.5151325!16s%2Fg%2F12m9jydhq!19sChIJ7TeKJGupQjQRm0AFBe8TNq8?authuser=0&hl=zh-TW&rclk=1,25.0558677,121.5125576,0.0935671920949401,4.0,,1431,"['雪花', '湯圓', '芋圓', '紅豆', '豆花', '芒果冰', '糖水', '奶凍', '花生湯', '酒釀']"
波諦波諦鮮做飲料-大同區飲料 大同區飲料外送 大同區果汁 雙連飲料 雙連飲料外送 雙連果汁,103台北市大同區民生西路198-16號 ,https://www.google.com/maps/place/%E6%B3%A2%E8%AB%A6%E6%B3%A2%E8%AB%A6%E9%AE%AE%E5%81%9A%E9%A3%B2%E6%96%99-%E5%A4%A7%E5%90%8C%E5%8D%80%E9%A3%B2%E6%96%99+%E5%A4%A7%E5%90%8C%E5%8D%80%E9%A3%B2%E6%96%99%E5%A4%96%E9%80%81+%E5%A4%A7%E5%90%8C%E5%8D%80%E6%9E%9C%E6%B1%81+%E9%9B%99%E9%80%A3%E9%A3%B2%E6%96%99+%E9%9B%99%E9%80%A3%E9%A3%B2%E6%96%99%E5%A4%96%E9%80%81+%E9%9B%99%E9%80%A3%E6%9E%9C%E6%B1%81/data=!4m7!3m6!1s0x3442a96aefed4e0b:0xb6b161251160574e!8m2!3d25.0569716!4d121.5162151!16s%2Fg%2F11fy5hf77z!19sChIJC07t72qpQjQRTldgESVhsbY?authuser=0&hl=zh-TW&rclk=1,25.0569716,121.5136402,0.0915269579773052,4.7,$1-200,659,"['木瓜牛奶', '佛', 'cp值', '寧夏夜市', '西瓜汁', '吐司', '香蕉', '豆乾', '酪梨', '奇異果']"
那個木瓜牛奶,103台北市大同區寧夏路 ,https://www.google.com/maps/place/%E9%82%A3%E5%80%8B%E6%9C%A8%E7%93%9C%E7%89%9B%E5%A5%B6/data=!4m7!3m6!1s0x3442a9d58a718f7f:0xb5eae6bc52f9ea93!8m2!3d25.0568267!4d121.5154266!16s%2Fg%2F11t74cfpsk!19sChIJf49xitWpQjQRk-r5Urzm6rU?authuser=0&hl=zh-TW&rclk=1,25.0563248,121.5126952,0.0410772261791049,3.9,$1-200,43,"['價格', '西瓜汁', '酪梨', '女老闆']"
阿婆特調 鴛鴦奶茶,103台北市大同區寧夏路70號 ,https://www.google.com/maps/place/%E9%98%BF%E5%A9%86%E7%89%B9%E8%AA%BF+%E9%B4%9B%E9%B4%A6%E5%A5%B6%E8%8C%B6/data=!4m7!3m6!1s0x3442a91c7ab5622d:0x50c0f499337cc5c4!8m2!3d25.0570864!4d121.5156696!16s%2Fg%2F11gxdw23hk!19sChIJLWK1ehypQjQRxMV8M5n0wFA?authuser=0&hl=zh-TW&rclk=1,25.0570864,121.5130947,0.0540503191809658,4.0,$1-200,24,"['價格', '珍珠奶茶', '紅茶', '杯', '甜', '百香果', '夜市', '雷']"
最老牌之地骨露,台北市大同區寧夏路004攤位 ,https://www.google.com/maps/place/%E6%9C%80%E8%80%81%E7%89%8C%E4%B9%8B%E5%9C%B0%E9%AA%A8%E9%9C%B2/data=!4m7!3m6!1s0x3442a93faaaaaaab:0xb86b2450faed7010!8m2!3d25.0569191!4d121.5154417!16s%2Fg%2F1tfcl0s6!19sChIJq6qqqj-pQjQREHDt-lAka7g?authuser=0&hl=zh-TW&rclk=1,25.0569191,121.5128668,0.0270248683869349,3.4,$1-200,57,"['苦', '青草茶', '杯', '夜市', '價格', '冬瓜茶', '稀釋', '身體', 'menu', '甜']"
杉味豆花,10356台北市大同區民生西路172號1樓 ,https://www.google.com/maps/place/%E6%9D%89%E5%91%B3%E8%B1%86%E8%8A%B1/data=!4m7!3m6!1s0x3442a93ed6b1e7e7:0x5cc67ba213c2d0db!8m2!3d25.0571601!4d121.5176427!16s%2Fg%2F1tz73nz3!19sChIJ5-ex1j6pQjQR29DCE6J7xlw?authuser=0&hl=zh-TW&rclk=1,25.0571601,121.5150678,0.2358504311848147,4.4,$,2543,"['芋圓', '刨冰', '燒仙草', '去札維圖法', '寧夏夜市', '蓮子', '杏仁茶', '延山夜市', '薑汁', '西班牙涼菜湯']"
水羿云飛 Wing Prime Tea,103台北市大同區寧夏路34號 ,https://www.google.com/maps/place/%E6%B0%B4%E7%BE%BF%E4%BA%91%E9%A3%9B+Wing+Prime+Tea/data=!4m7!3m6!1s0x3442a94729185397:0x77700cb2c79fe780!8m2!3d25.0560179!4d121.5151489!16s%2Fg%2F11why89b5z!19sChIJl1MYKUepQjQRgOefx7IMcHc?authuser=0&hl=zh-TW&rclk=1,25.0560179,121.512574,0.0770852636412565,4.1,$1-200,27,"['仙草', '冬瓜', '奶茶', '價格', '夜市', '香', '珍珠', '紅茶', '甜']"
現打西瓜汁(寧夏夜市),103台北市大同區寧夏路70-58號號 第126攤 ,https://www.google.com/maps/place/%E7%8F%BE%E6%89%93%E8%A5%BF%E7%93%9C%E6%B1%81%28%E5%AF%A7%E5%A4%8F%E5%A4%9C%E5%B8%82%29/data=!4m7!3m6!1s0x3442a972637868af:0xef28d1dc3ab80bd8!8m2!3d25.0566911!4d121.5153836!16s%2Fg%2F11f8mdjhdl!19sChIJr2h4Y3KpQjQR2Au4OtzRKO8?authuser=0&hl=zh-TW&rclk=1,25.0566911,121.5128087,0.0020597890545219,3.0,,8,[]
圓環阿勝愛玉冰,103台北市大同區南京西路262巷 ,https://www.google.com/maps/place/%E5%9C%93%E7%92%B0%E9%98%BF%E5%8B%9D%E6%84%9B%E7%8E%89%E5%86%B0/data=!4m7!3m6!1s0x3442a96ca357ef01:0x5a8f0d3c4bcd47ca!8m2!3d25.0536839!4d121.515057!16s%2Fg%2F1tr7g21t!19sChIJAe9Xo2ypQjQRykfNSzwNj1o?authuser=0&hl=zh-TW&rclk=1,25.0536839,121.5124821,0.3339502639648591,4.4,$1-200,439,"['糖水', '路邊攤', '楊桃', '乙酸異戊酯', '懷念', '柳橙', '夜市', '攤販', '養樂多', '復古']"
寧夏星光冰果凍小舖,103台北市大同區民生西路231號 ,https://www.google.com/maps/place/%E5%AF%A7%E5%A4%8F%E6%98%9F%E5%85%89%E5%86%B0%E6%9E%9C%E5%87%8D%E5%B0%8F%E8%88%96/data=!4m7!3m6!1s0x3442a96ae8566079:0xf7d15f833cd2f1c3!8m2!3d25.057175!4d121.5157569!16s%2Fg%2F11f30pjl_2!19sChIJeWBW6GqpQjQRw_HSPINf0fc?authuser=0&hl=zh-TW&rclk=1,25.057175,121.513182,0.0671560776697869,3.0,,3,[]
部隊紅茶,103台北市大同區寧夏路65號 ,https://www.google.com/maps/place/%E9%83%A8%E9%9A%8A%E7%B4%85%E8%8C%B6/data=!4m7!3m6!1s0x3442a9eb0181dae9:0x727fb9cbb3ad39e4!8m2!3d25.0583414!4d121.5152782!16s%2Fg%2F11ssx_j1h2!19sChIJ6dqBAeupQjQR5Dmts8u5f3I?authuser=0&hl=zh-TW&rclk=1,25.0577582,121.5129426,0.1198198938296619,4.9,$1-200,39,"['杯', '甘蔗', '百香果', '烏梅', '蘆薈', '仙草', '冬瓜', '甜', '檸檬', '珍珠']"
甜蜜紅茶,103台北市大同區寧夏路113號攤位號 ,https://www.google.com/maps/place/%E7%94%9C%E8%9C%9C%E7%B4%85%E8%8C%B6/data=!4m7!3m6!1s0x3442a91a05bf819d:0x2d04e9ccee11f167!8m2!3d25.0558214!4d121.5152995!16s%2Fg%2F11v00cqgcc!19sChIJnYG_BRqpQjQRZ_ER7szpBC0?authuser=0&hl=zh-TW&rclk=1,25.0558214,121.5127246,0.0959523185608371,4.0,,1,[]
好吸飲料店,103台北市大同區寧夏路台湾 Datong District 夜市 ,https://www.google.com/maps/place/%E5%A5%BD%E5%90%B8%E9%A3%B2%E6%96%99%E5%BA%97/data=!4m7!3m6!1s0x3442a963d9a508f1:0x8bd6b3973a5d49c2!8m2!3d25.0556497!4d121.5152022!16s%2Fg%2F11jt4hnyv8!19sChIJ8Qil2WOpQjQRwkldOpez1os?authuser=0&hl=zh-TW&rclk=1,25.0556497,121.5126273,0.1159075259367075,1.8,$1-200,4,"['西瓜', '酸']"
酪梨牛奶專賣店,103台北市大同區民生西路156-126號 ,https://www.google.com/maps/place/%E9%85%AA%E6%A2%A8%E7%89%9B%E5%A5%B6%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m7!3m6!1s0x3442a96a6ae10b6f:0xc4506f912f64852c!8m2!3d25.0572083!4d121.5183865!16s%2Fg%2F11gfhytp4f!19sChIJbwvhamqpQjQRLIVkL5FvUMQ?authuser=0&hl=zh-TW&rclk=1,25.0556201,121.5126196,0.1192635999812251,3.3,$1-200,69,"['杯', '糖', '刷子', '衛生', '懷疑', '木瓜牛奶', '清洗', '失望']"
大胖鮮水果汁,103台北市大同區民生西路153門前號 ,https://www.google.com/maps/place/%E5%A4%A7%E8%83%96%E9%AE%AE%E6%B0%B4%E6%9E%9C%E6%B1%81/data=!4m7!3m6!1s0x3442a9a55d1d5d5b:0x481807fd3d144466!8m2!3d25.0574281!4d121.5176306!16s%2Fg%2F11jg115g3f!19sChIJW10dXaWpQjQRZkQUPf0HGEg?authuser=0&hl=zh-TW&rclk=1,25.0565241,121.5138143,0.1049721638149847,4.8,$1-200,79,"['牛奶', '酪梨', '價格', '檸檬汁', '草莓', '夏天', '桔', '酸', '口感', '冬天']"
寧夏鄭記台南碗粿,103台北市大同區民生西路275 號 ,https://www.google.com/maps/place/%E5%AF%A7%E5%A4%8F%E9%84%AD%E8%A8%98%E5%8F%B0%E5%8D%97%E7%A2%97%E7%B2%BF/data=!4m7!3m6!1s0x3442a943ec33bc9d:0x3b8dfd52b8ba55ca!8m2!3d25.0571928!4d121.5139671!16s%2Fg%2F11shpgm5lg!19sChIJnbwz7EOpQjQRylW6uFL9jTs?authuser=0&hl=zh-TW&rclk=1,25.0571928,121.5139671,0.1314649175379735,4.2,$1-200,62,"['價格', '羹', '虱目魚', '道', '水', '鹹蛋黃', '香菇', '雞湯', '甜', '傳統']"
樂華夜市三鮮羹,234新北市永和區永平路146號樂華夜市內 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E4%B8%89%E9%AE%AE%E7%BE%B9/data=!4m7!3m6!1s0x3442a9c31fe8c753:0x90793ca166229089!8m2!3d25.0084162!4d121.5113918!16s%2Fg%2F11g_y5tdf!19sChIJU8foH8OpQjQRiZAiZqE8eZA?authuser=0&hl=zh-TW&rclk=1,25.0084162,121.5088169,0.1468528836379939,4.1,$1-200,1478,"['土魠魚', '米糕', '排隊', '魷魚', '蝦仁羹', '米粉', '醋', '肉鬆', '勾芡', '魚塊']"
鐘點棧 當歸鴨【台北樂華夜市總店】銅板美食|小吃店外送推薦,234新北市永和區保平路18巷8號 ,https://www.google.com/maps/place/%E9%90%98%E9%BB%9E%E6%A3%A7+%E7%95%B6%E6%AD%B8%E9%B4%A8%E3%80%90%E5%8F%B0%E5%8C%97%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E7%B8%BD%E5%BA%97%E3%80%91%E9%8A%85%E6%9D%BF%E7%BE%8E%E9%A3%9F%7C%E5%B0%8F%E5%90%83%E5%BA%97%E5%A4%96%E9%80%81%E6%8E%A8%E8%96%A6/data=!4m7!3m6!1s0x3442a9c2c36ee56f:0xce26595eb0ec3471!8m2!3d25.0079471!4d121.5124101!16s%2Fg%2F11c0xhbfqk!19sChIJb-Vuw8KpQjQRcTTssF5ZJs4?authuser=0&hl=zh-TW&rclk=1,25.0079471,121.5098352,0.080486831312463,4.2,$1-200,1252,"['碗', '鴨肉飯', '當歸湯', '麵線', '米血', '腿', '香腸', '鴨油', '中藥', '地瓜葉']"
郭記麻辣臭豆腐,234新北市永和區永平路180巷 ,https://www.google.com/maps/place/%E9%83%AD%E8%A8%98%E9%BA%BB%E8%BE%A3%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x3442a9c31b836ff7:0xac3c5e0246e2d388!8m2!3d25.0091445!4d121.5105224!16s%2Fg%2F1hc48yxpq!19sChIJ92-DG8OpQjQRiNPiRgJePKw?authuser=0&hl=zh-TW&rclk=1,25.0091445,121.5079475,0.2425390757840682,3.8,$1-200,1886,"['油飯', '鴨血', '羹', '樂華夜市', '魚乾', '什錦', '香菇', '肚', '四神湯', '麻辣湯']"
成銘月亮蝦餅,234新北市永和區保平路18巷2號 ,https://www.google.com/maps/place/%E6%88%90%E9%8A%98%E6%9C%88%E4%BA%AE%E8%9D%A6%E9%A4%85/data=!4m7!3m6!1s0x3442a93572fd8ea5:0x8b1224ef7f988bc!8m2!3d25.0083411!4d121.5114751!16s%2Fg%2F11qh85skd3!19sChIJpY79cjWpQjQRvIj5904isQg?authuser=0&hl=zh-TW&rclk=1,25.0083411,121.5089002,0.1396998910776497,4.0,$1-200,384,"['蝦子', '炸', '內餡', '樂華夜市', '雞排', '排隊', '酥脆', '泰式', '直播', '椒鹽']"
顏記深海旗魚串,23445新北市永和區永和路一段129號 ,https://www.google.com/maps/place/%E9%A1%8F%E8%A8%98%E6%B7%B1%E6%B5%B7%E6%97%97%E9%AD%9A%E4%B8%B2/data=!4m7!3m6!1s0x3442a9e855555555:0xf75a81ae4d0307e1!8m2!3d25.0086574!4d121.5140113!16s%2Fg%2F11gz794b9!19sChIJVVVVVeipQjQR4QcDTa6BWvc?authuser=0&hl=zh-TW&rclk=1,25.0086574,121.5114364,0.1189249031984105,4.4,$1-200,427,"['魚漿', '樂華夜市', '排隊', '水煮蛋', '芥末', '醬油', '鍋', '辣醬', '包裹', '假日']"
火烤魚-樂華店,234新北市永和區永平路192號 ,https://www.google.com/maps/place/%E7%81%AB%E7%83%A4%E9%AD%9A-%E6%A8%82%E8%8F%AF%E5%BA%97/data=!4m7!3m6!1s0x3442a9469bae50c9:0xe0d9eb8e90a387d5!8m2!3d25.0094739!4d121.510309!16s%2Fg%2F11mv0wn0_6!19sChIJyVCum0apQjQR1YejkI7r2eA?authuser=0&hl=zh-TW&rclk=1,25.0094739,121.5077341,0.274616327506975,4.7,$200-400,173,"['蛤蜊', '鹽', '鮮', '甜', '電話', '價格', '外帶', '夜市', '小卷', '鯛']"
樂華涼拌手撕雞,234新北市永和區永平路4號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E6%B6%BC%E6%8B%8C%E6%89%8B%E6%92%95%E9%9B%9E/data=!4m7!3m6!1s0x3442a9c281568e03:0x2fd182956eceff7e!8m2!3d25.0086629!4d121.5138896!16s%2Fg%2F11by_xyz4x!19sChIJA45WgcKpQjQRfv_ObpWC0S8?authuser=0&hl=zh-TW&rclk=1,25.0086629,121.5113147,0.1067595836224711,4.3,$1-200,385,"['洋蔥', '筍', '碗', '料', '酸', '鹹水雞', '辣', '調味', '樂華夜市', '開胃']"
李來脆皮玉米-樂華夜市店,234新北市永和區永平路46號 ,https://www.google.com/maps/place/%E6%9D%8E%E4%BE%86%E8%84%86%E7%9A%AE%E7%8E%89%E7%B1%B3-%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%E5%BA%97/data=!4m7!3m6!1s0x3442a90069b75a87:0x59c8f705209e6cbc!8m2!3d25.008576!4d121.5127818!16s%2Fg%2F11w57sskl4!19sChIJh1q3aQCpQjQRvGyeIAX3yFk?authuser=0&hl=zh-TW&rclk=1,25.008576,121.5102069,0.0059368505552728,4.6,$1-200,22,"['烤玉米', '糯米', '醬料', '價格']"
大腸包小腸,234新北市永和區永平路81巷3號樂華夜市 萬客福對面 ,https://www.google.com/maps/place/%E5%A4%A7%E8%85%B8%E5%8C%85%E5%B0%8F%E8%85%B8/data=!4m7!3m6!1s0x3442a96a9921e785:0x7dce91b037bc2b08!8m2!3d25.0082858!4d121.5116362!16s%2Fg%2F11pynkrpdq!19sChIJhechmWqpQjQRCCu8N7CRzn0?authuser=0&hl=zh-TW&rclk=1,25.0106912,121.5077663,0.3453164703722703,4.8,$1-200,224,"['蒜', '價格', '米腸', '口味', '口感', '烤', '腸衣', '雞腿', '酸菜', '芥末']"
樂華許家蚵仔煎,234新北市永和區永平路11號 ,https://www.google.com/maps/place/%E6%A8%82%E8%8F%AF%E8%A8%B1%E5%AE%B6%E8%9A%B5%E4%BB%94%E7%85%8E/data=!4m7!3m6!1s0x3442a9c2844c646b:0x6dcc6b1363b5b3f2!8m2!3d25.0086631!4d121.5137272!16s%2Fg%2F1tzggbmp!19sChIJa2RMhMKpQjQR8rO1YxNrzG0?authuser=0&hl=zh-TW&rclk=1,25.0086631,121.5111523,0.0904794249647412,3.3,$1-200,361,"['豬血', '血湯', '空心菜', '肉圓', '蝦仁', '小白菜', '炒', '樂華夜市', '米粉', '記憶']"
紅花麻辣鹽水雞永和樂華直營店,234新北市永和區永和路一段 135巷2號 ,https://www.google.com/maps/place/%E7%B4%85%E8%8A%B1%E9%BA%BB%E8%BE%A3%E9%B9%BD%E6%B0%B4%E9%9B%9E%E6%B0%B8%E5%92%8C%E6%A8%82%E8%8F%AF%E7%9B%B4%E7%87%9F%E5%BA%97/data=!4m7!3m6!1s0x3442a9e27cd41f59:0xf1e55d962c22c329!8m2!3d25.008798!4d121.5139717!16s%2Fg%2F11sbf835lb!19sChIJWR_UfOKpQjQRKcMiLJZd5fE?authuser=0&hl=zh-TW&rclk=1,25.008798,121.5113968,0.1174316561642904,4.7,$200-400,1710,"['豆皮', '樂華夜市', '鹹水', '香菜', '酸菜', '通化夜市', '去骨', '線上訂餐', '透明', '茭白筍']"
小南鄭記台南碗粿（樂華夜市）,234新北市永和區永平路154號 ,https://www.google.com/maps/place/%E5%B0%8F%E5%8D%97%E9%84%AD%E8%A8%98%E5%8F%B0%E5%8D%97%E7%A2%97%E7%B2%BF%EF%BC%88%E6%A8%82%E8%8F%AF%E5%A4%9C%E5%B8%82%EF%BC%89/data=!4m7!3m6!1s0x3442a90078cc8b53:0x16bcd462a573eec5!8m2!3d25.0087909!4d121.5112317!16s%2Fg%2F11vq8yr5fb!19sChIJU4vMeACpQjQRxe5zpWLUvBY?authuser=0&hl=zh-TW&rclk=1,25.0087909,121.5086568,0.1641462532070916,4.6,$1-200,66,"['羹', '甜', '價格', '冷氣', '香', '環境', '蒜蓉', '乾麵', '油蔥酥', '鹹魚']"
