餐廳名稱,留言者,留言者身分,留言時間,星級評等,評論內容,留言者ID
臥花sake bar（店內公告請見IG),鞍,4 則評論,1 年前,5 顆星,"清酒款式多樣化
餐點好吃",https://www.google.com/maps/contrib/111032630675119404052/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),劉曜熒,4 則評論 · 6 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/100188421534467814617/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),999 666,在地嚮導 · 25 則評論 · 9 張相片,1 年前,5 顆星,老闆娘是單身,https://www.google.com/maps/contrib/102431333070883542434/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),林瓊珍,4 則評論,1 年前,5 顆星,好喝！推推,https://www.google.com/maps/contrib/103682805239945608786/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Chi Chi,13 則評論,1 年前,5 顆星,,https://www.google.com/maps/contrib/115290038690192168911/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),BO XIAN SU,在地嚮導 · 38 則評論 · 6 張相片,1 年前,5 顆星,"老闆娘很細心介紹
清酒好喝👍🏻
氣氛很棒 可以推薦
喜歡日本酒的可以來",https://www.google.com/maps/contrib/112208907450466037943/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),林家禾,1 則評論,1 年前,5 顆星,好啦,https://www.google.com/maps/contrib/100468420482500693289/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),吃飯不吃菜,4 則評論 · 2 張相片,1 年前,5 顆星,"台灣第一女藏人，專注於介紹日式清酒，給予了我們一次令人難忘的酒藝之旅。他們的清酒品種多樣，每一款都散發著獨特的風味和深厚的文化底蘊。
柔店長專業且熱情，柔的知識和建議讓我們的品酒體驗更加豐富。此外，酒吧的氛圍十分舒適，讓我們可以在輕鬆愉悅的環境中品味清酒的美好。如果你是清酒愛好者或想要探索日本文化的饕客，絕對不能錯過這家酒吧！",https://www.google.com/maps/contrib/104498671674112629902/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),陳一誠,1 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/107529270392309734381/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Grace,在地嚮導 · 48 則評論 · 76 張相片,1 年前,5 顆星,"這是一間很專業的清酒酒吧🍶
可以喝到較少見的清酒種類
搭配日系下酒美食真的很棒
二樓還有很寬敞的包廂
非常適合三五好友聚餐小酌
店長日語流利
拿到很專業的唎酒師認證
非常推薦！",https://www.google.com/maps/contrib/110368264208431717721/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),jax sheng,在地嚮導 · 20 則評論 · 9 張相片,1 年前,5 顆星,"適合三五好友吃宵夜喝清酒～
好好放鬆的地方👍🏼 …",https://www.google.com/maps/contrib/116494488979134623017/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),林玟伶（萱萱）,在地嚮導 · 11 則評論 · 11 張相片,1 年前,5 顆星,用清酒、燒酌做調酒，很特別！店老闆日本酒知識豐富，會推薦適合品嚐的酒款,https://www.google.com/maps/contrib/117699542739105536406/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Ray Ray Chu,在地嚮導 · 17 則評論 · 11 張相片,1 年前,5 顆星,新開的店 ，店員會用心的介紹酒，專賣日式酒類，推推！,https://www.google.com/maps/contrib/110863559495366511843/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),chan howie,16 則評論,1 年前,5 顆星,混血兒好喝 甜甜的,https://www.google.com/maps/contrib/112625930923559107001/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),盧漢模,10 則評論 · 6 張相片,1 年前,5 顆星,氣氛很好，店員很專業，會細心的介紹酒類 大推👍,https://www.google.com/maps/contrib/105969514680875685362/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Gorilla YANG,在地嚮導 · 77 則評論 · 209 張相片,1 年前,5 顆星,老闆熱情好聊天，很會介紹店內日本酒給客人挑選，店內環境舒服，推薦給夜晚想小酌一杯的朋友,https://www.google.com/maps/contrib/114759950197019561816/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),錦上峥,在地嚮導 · 21 則評論 · 8 張相片,1 年前,5 顆星,相當不錯，開心的好地方。酒種多,https://www.google.com/maps/contrib/105803462929869224231/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),林秀珊,5 則評論 · 13 張相片,1 年前,5 顆星,"位於西門路市區的清酒吧，店內環境舒適，有吧台座與一般座，菜單有組合與單杯。組合不定期更換酒類，一次能喝到三杯不同口味香氣的酒；女孩子來也能選擇果實酒或調酒單杯。

試營運期間品嚐的到好吃的手工水餃，搭配冰滷味甜甜的入味，還有份量可以1-2人享用的舒肥肉，夜晚好適合在這裡悠閒品酒❤️",https://www.google.com/maps/contrib/102490165273785077172/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),沈冠宏,5 則評論 · 1 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/108106291165488254654/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),鄭惟謙,在地嚮導 · 25 則評論 · 405 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/110404249537903035264/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Winnie Chen,在地嚮導 · 12 則評論 · 47 張相片,1 年前,5 顆星,"今天先點了新年大滿貫套餐，六款下酒菜和手工水餃即小鼓新年限量酒，超划算！小菜好 酒更好❤
加點燒酎三杯套組 超滿足❤❤❤",https://www.google.com/maps/contrib/102699893913439164682/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),許紘愷,,1 年前,5 顆星,,https://www.google.com/maps/contrib/102797263039331018262/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Rand K,在地嚮導 · 59 則評論 · 2 張相片,1 年前,4 顆星,來到台南如果要喝日本清酒Sake就來這吧，這裡主理人是很真誠為你介紹適合你口味的清酒，當然還有其它威士忌Whisky、燒酎及啤酒可供選擇~👍,https://www.google.com/maps/contrib/116032058965696061485/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Carlos Hu,在地嚮導 · 28 則評論 · 56 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/102445582846784800810/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Robert Hsu,11 則評論 · 3 張相片,1 年前,5 顆星,店長筱柔對清酒從釀造到風味都相當了解，人很nice，推推,https://www.google.com/maps/contrib/110504567562953966152/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Nasa Liu,7 則評論,1 年前,5 顆星,店內氣氛很棒，店員很親切且專業。在這可以喝到很多平常沒喝過得清酒。大推！,https://www.google.com/maps/contrib/113629880586303026247/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Jeff HSU,2 則評論,1 年前,5 顆星,酒賊牛，水餃賊棒，老闆很親切會很仔細的介紹酒款！,https://www.google.com/maps/contrib/100909822182031705682/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),陵,5 則評論 · 5 張相片,1 年前,5 顆星,偶遇一場極度舒適的品酒體驗，一定會再訪,https://www.google.com/maps/contrib/100925118610679249607/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),陳永軒,5 則評論,1 年前,5 顆星,"音樂不會太大聲吵到我的獨立小空間
服務人員也不會一直來吵我",https://www.google.com/maps/contrib/109250665101617883693/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),王宥澄,14 則評論 · 7 張相片,1 年前,5 顆星,"清酒品質好好喝，不太會喝酒都可以喝很多
滷味超讚！舒服的下酒菜😌",https://www.google.com/maps/contrib/117030821655804429653/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),LSH Yang,8 則評論 · 1 張相片,1 年前,5 顆星,服務好,https://www.google.com/maps/contrib/106531616502253119036/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),莊雅軒,14 則評論 · 3 張相片,1 年前,5 顆星,"店員人親切
有招待清酒給大家嘗試🤩 …",https://www.google.com/maps/contrib/108773743865884378685/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),優優,在地嚮導 · 22 則評論,1 年前,5 顆星,"突然路過
店員人非常熱情❤️
店內有不同種類的清酒🍶
不只這些還有很多不同的調酒
很棒的體驗 歡迎👏可以來這裡唷",https://www.google.com/maps/contrib/114001739687675947280/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Wang Jessica,在地嚮導 · 29 則評論 · 1 張相片,1 年前,5 顆星,老闆超級親切，環境舒服，酒好好喝喔❤️❤️❤️,https://www.google.com/maps/contrib/110865773921757283547/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),CHILL dren,6 則評論 · 1 張相片,1 年前,5 顆星,凍滷好吃，也有了對清酒新的體驗,https://www.google.com/maps/contrib/109173613724922417560/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),鄭任延,在地嚮導 · 20 則評論 · 79 張相片,1 年前,5 顆星,介紹詳細，喜歡喝清酒的人必來喔，餐點好吃，凍滷必點~,https://www.google.com/maps/contrib/116674299326954765718/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Ho Jessie,7 則評論,1 年前,5 顆星,隱藏版水餃好好吃，老闆選的清酒set可以喝到不同風味，而且絕對是一般市面上喝不到的酒，發現小眾好酒的機會，大推！！！,https://www.google.com/maps/contrib/105120812046657523602/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),JT Hong,7 則評論,1 年前,5 顆星,,https://www.google.com/maps/contrib/107610266199417730472/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),劉銘偉,9 則評論 · 1 張相片,1 年前,5 顆星,闆娘漂亮 酒好喝！,https://www.google.com/maps/contrib/115836542970420272992/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Hong Dragon,2 則評論,1 年前,5 顆星,好喝,https://www.google.com/maps/contrib/115806661614764384137/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),盛,9 則評論 · 3 張相片,1 年前,5 顆星,"專業日本酒吧
有唎酒師就是不一樣",https://www.google.com/maps/contrib/115068159311541926598/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),廖家志,14 則評論 · 10 張相片,1 年前,5 顆星,店長人美又專業，推薦喜歡日本酒的朋友一起來看看，可以在這裡找到屬於你的日本酒，餐點美味 關東煮大推,https://www.google.com/maps/contrib/108729311876024818430/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Kevin Wei,14 則評論 · 8 張相片,1 年前,5 顆星,新開的日本酒吧，定期會更新酒單，不錯推👍 …,https://www.google.com/maps/contrib/100598444173544142168/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Eash,1 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/110197079363225763977/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Abbie Lu,在地嚮導 · 10 則評論 · 2 張相片,1 年前,5 顆星,份量很大,https://www.google.com/maps/contrib/112329030033278859476/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),黃政維,6 則評論 · 6 張相片,1 年前,5 顆星,老闆娘很懂清👍 …,https://www.google.com/maps/contrib/116154229214757562660/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),guancheng,3 則評論,1 年前,5 顆星,,https://www.google.com/maps/contrib/107446931151823391206/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),侯淑芬,1 則評論,1 年前,5 顆星,,https://www.google.com/maps/contrib/103964004597053726202/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),岡村昌,在地嚮導 · 29 則評論 · 52 張相片,1 年前,5 顆星,服務超棒！份量超大！那種感覺無法言語，值得大家來細品,https://www.google.com/maps/contrib/113185131977582630172/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),亞利安將將,5 則評論 · 2 張相片,1 年前,5 顆星,三杯套裝剛剛好滿足各種期望，但是雞肉一份未免量也太多，不科學！,https://www.google.com/maps/contrib/102468435343235843133/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),Sean Chao,14 則評論 · 1 張相片,1 年前,5 顆星,清酒稀有銘柄多，燒酎set十分划算，號稱台南超大杯，老闆知識豐富，耳朵跟酒量都要準備好,https://www.google.com/maps/contrib/117123894655259162271/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),林傳凱,4 則評論 · 1 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/109895344280641333605/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),黃婉瑄,5 則評論 · 2 張相片,1 年前,5 顆星,店內清酒種類眾多，若是喜歡罕見的清酒品牌跟類型完全非常值得光顧！且店內也有專業唎酒師可以根據客人的喜好推薦酒品，還可以自己選酒瓶跟酒杯非常有趣～,https://www.google.com/maps/contrib/111573301182194218384/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),十二少,"在地嚮導 · 640 則評論 · 1,117 張相片",1 年前,5 顆星,有 日本唎酒師 資格的店主，讓人在品嚐清酒的同時，更能深入了解清酒的文化～,https://www.google.com/maps/contrib/100676912615350805572/reviews?hl=zh-TW
臥花sake bar（店內公告請見IG),趙慧潔,在地嚮導 · 23 則評論 · 6 張相片,1 年前,5 顆星,店長非常專業的推薦，不懂清酒也不怕,https://www.google.com/maps/contrib/101675271909552335410/reviews?hl=zh-TW
螺王黃金雲吞,周小明,在地嚮導 · 27 則評論 · 60 張相片,1 年前,5 顆星,"老闆很健談
東西好吃",https://www.google.com/maps/contrib/111539495602246959994/reviews?hl=zh-TW
金桔先生,劉建忠,2 則評論 · 10 張相片,3 天前,5 顆星,,https://www.google.com/maps/contrib/103736625555042764084/reviews?hl=zh-TW
金桔先生,come tsai,4 則評論 · 1 張相片,1 個月前,1 顆星,,https://www.google.com/maps/contrib/110916584068898444980/reviews?hl=zh-TW
金桔先生,歐拉,在地嚮導 · 17 則評論,9 個月前,5 顆星,"很喜歡你們的檸檬汁，整顆檸檬鮮榨保留了所有營養，價格又便宜，我非常推薦大家購買。
你們用的檸檬是扁圓檸檬嗎？",https://www.google.com/maps/contrib/110631057236174075483/reviews?hl=zh-TW
金桔先生,快樂,在地嚮導 · 90 則評論 · 102 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/109756236833791137237/reviews?hl=zh-TW
金桔先生,Allen Lin,2 則評論,2 年前,1 顆星,,https://www.google.com/maps/contrib/108798492395546478499/reviews?hl=zh-TW
金桔先生,張豪興,在地嚮導 · 21 則評論 · 17 張相片,3 年前,5 顆星,,https://www.google.com/maps/contrib/101695842989778164940/reviews?hl=zh-TW
金桔先生,張庭禎,在地嚮導 · 39 則評論 · 27 張相片,3 年前,4 顆星,,https://www.google.com/maps/contrib/110980229324221662476/reviews?hl=zh-TW
金桔先生,Hao A,442 則評論,3 年前,5 顆星,"這次帶了椰子汁750ml $70/瓶、鳳梨汁750ml $70/瓶、冰糖桑椹900ml $200/瓶。

椰子為100%原汁，冷凍先退冰的半罐會較濃，建議全退冰再飲用。

鳳梨也是100%原汁，一樣會有先解凍濃淡問題，單喝較甜，建議兑水稀釋或加冰塊，這次使用鳳梨汁+金萱綠茶+檸檬，調配出鳳梨冰茶，夏天來一杯清爽無比！

冰糖桑椹，使用冰糖、黑糖、甘草下去熬煮，跟闆娘小聊一下發現，因為糖度高，一定要冷凍或冷藏，常溫放久會發酵，也因為糖度高，冷凍不夠低溫無法結凍，桑椹原汁含有約為72%

為什麼不要吃水果就好，要把各式各樣的水果打成汁呢？果汁不僅富含各類人體所需物質，更可以使營養迅速吸收，對我們的身體有大大的幫助！而不同果汁具有不同功效，例如鳳梨汁可以消腫和促進腸胃蠕動，蘋果汁可以養顏美容和預防高血壓，葡萄汁有補血抗老的功效。果汁好喝又健康，快來做想喝什麼加什麼的果汁吧！",https://www.google.com/maps/contrib/110588185957988878743/reviews?hl=zh-TW
金桔先生,柳丁,5 則評論,3 年前,5 顆星,水果原汁品質很棒 服務態度很好 值得常常回購,https://www.google.com/maps/contrib/102191325475794053173/reviews?hl=zh-TW
金桔先生,可憐哪,16 則評論 · 2 張相片,3 年前,1 顆星,"貨車司機送貨都不打方向燈
還在看什麼",https://www.google.com/maps/contrib/105127521762449011844/reviews?hl=zh-TW
金桔先生,飛流愛吃的餃子,11 則評論 · 3 張相片,3 年前,5 顆星,,https://www.google.com/maps/contrib/112121557939475272106/reviews?hl=zh-TW
金桔先生,Samantha,在地嚮導 · 15 則評論 · 14 張相片,4 年前,5 顆星,,https://www.google.com/maps/contrib/114559556235423572465/reviews?hl=zh-TW
金桔先生,謝靜宜,,4 年前,5 顆星,,https://www.google.com/maps/contrib/115002072553126582151/reviews?hl=zh-TW
金桔先生,J City,16 則評論,5 年前,5 顆星,店家態度親切,https://www.google.com/maps/contrib/115857236443589516301/reviews?hl=zh-TW
金桔先生,黃士彤,,5 年前,5 顆星,,https://www.google.com/maps/contrib/102976473859937522971/reviews?hl=zh-TW
臭YO薯（臭薯條）,吳昱緹,9 則評論 · 1 張相片,4 個月前,5 顆星,真的爆好吃！,https://www.google.com/maps/contrib/116965991176394728545/reviews?hl=zh-TW
臭YO薯（臭薯條）,eva wu,在地嚮導 · 18 則評論 · 5 張相片,2 年前,5 顆星,"第一次嚐鮮臭yo薯，很特別、很好吃
什麼最好吃呢？椒鹽、泰式、孜然",https://www.google.com/maps/contrib/105506547578850412151/reviews?hl=zh-TW
臭YO薯（臭薯條）,sevenbee,7 則評論 · 11 張相片,2 年前,5 顆星,推薦椒鹽和泰式口味，值得一試喔～,https://www.google.com/maps/contrib/114729526258441531547/reviews?hl=zh-TW
臭YO薯（臭薯條）,朱修驛,在地嚮導 · 23 則評論,2 年前,5 顆星,,https://www.google.com/maps/contrib/105430351624827424983/reviews?hl=zh-TW
臭YO薯（臭薯條）,緋村梨絵,6 則評論,2 年前,5 顆星,,https://www.google.com/maps/contrib/116693681809802542213/reviews?hl=zh-TW
臭YO薯（臭薯條）,Chen Amanda,在地嚮導 · 23 則評論 · 3 張相片,2 年前,5 顆星,口味非常獨特好吃😋值得一吃再吃👍 …,https://www.google.com/maps/contrib/115518649730843245640/reviews?hl=zh-TW
臭YO薯（臭薯條）,calvin shi,在地嚮導 · 3 則評論 · 3 張相片,2 年前,5 顆星,經過買來試吃，口感蠻不錯的，會再蒞臨購買~,https://www.google.com/maps/contrib/105350469270214147655/reviews?hl=zh-TW
臭YO薯（臭薯條）,林孟民,4 則評論,2 年前,5 顆星,點了番茄和咖喱口味，都好吃😋 …,https://www.google.com/maps/contrib/112084467328529312853/reviews?hl=zh-TW
臭YO薯（臭薯條）,roan shin-an-,8 則評論 · 6 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/113275051229559439099/reviews?hl=zh-TW
臭YO薯（臭薯條）,里見琴葉,7 則評論 · 8 張相片,2 年前,5 顆星,千萬不要試吃！！！因為試吃就會不小心又多買一包宵夜回家，怎麼能這麼好吃，下次還想再買🤤🤤🤤 …,https://www.google.com/maps/contrib/108995064128776556965/reviews?hl=zh-TW
臭YO薯（臭薯條）,Mei Mei,9 則評論 · 7 張相片,2 年前,5 顆星,推薦椒鹽和泰式口味真的很好吃，口感內軟外酥，新奇又特別，讓人一口接一口，一定會再回購的。,https://www.google.com/maps/contrib/114271120935226115340/reviews?hl=zh-TW
臭YO薯（臭薯條）,十二少,5 則評論,2 年前,5 顆星,本以為就是普通的臭豆腐，但試吃後～讚！既方便食用又好吃！,https://www.google.com/maps/contrib/102954755915147569214/reviews?hl=zh-TW
臭YO薯（臭薯條）,吳雅芳,在地嚮導 · 4 則評論 · 1 張相片,2 年前,5 顆星,,https://www.google.com/maps/contrib/100331942186537654458/reviews?hl=zh-TW
臭YO薯（臭薯條）,曾佰祥,,2 年前,5 顆星,,https://www.google.com/maps/contrib/111756538479340127518/reviews?hl=zh-TW
168老潼關肉夾饃,陳韋名,在地嚮導 · 24 則評論 · 17 張相片,7 個月前,5 顆星,是目前在台南市吃到最喜歡的肉夾膜，希望老闆可以常在小北新成功夜市擺攤,https://www.google.com/maps/contrib/104778468218289755781/reviews?hl=zh-TW
168老潼關肉夾饃,姜曉華,4 則評論 · 1 張相片,1 年前,5 顆星,,https://www.google.com/maps/contrib/103813553344022142585/reviews?hl=zh-TW
168老潼關肉夾饃,郭忻瑀,3 則評論,1 年前,5 顆星,"涼皮內容物超豐富 料多味美 醬料獨特
每次去一定回購 超讚的
推推",https://www.google.com/maps/contrib/100629573771974265641/reviews?hl=zh-TW
168老潼關肉夾饃,Ting Chien,在地嚮導 · 32 則評論 · 3 張相片,1 年前,1 顆星,酸辣涼粉 沒有辣 90,https://www.google.com/maps/contrib/107027554316984282939/reviews?hl=zh-TW
168老潼關肉夾饃,陳亮穎,3 則評論 · 1 張相片,1 年前,5 顆星,"涼皮
好好吃 刷嘴",https://www.google.com/maps/contrib/112118834751018281310/reviews?hl=zh-TW
168老潼關肉夾饃,王姿婷,5 則評論 · 2 張相片,1 年前,5 顆星,"招排全家
豬肉夾洋蔥
但是可以客製化
也可以加青椒
有時還有豆皮
超貼心的啦",https://www.google.com/maps/contrib/108410845511789082600/reviews?hl=zh-TW
168老潼關肉夾饃,ChengEn,8 則評論 · 1 張相片,1 年前,1 顆星,招牌不推,https://www.google.com/maps/contrib/114669326287243005161/reviews?hl=zh-TW
168老潼關肉夾饃,姚瑞家,12 則評論 · 4 張相片,1 年前,1 顆星,12/16禮拜六晚，在武聖夜市購入上酸辣土豆片肉夾饃80元，洋蔥跟肉的比例大概是2比1，全部都是生洋蔥的嗆辣口感，肉真的超級少（大概只有一般刈包肉量的1/4，還比刈包貴這麼多）吃起來很空虛！！！建議別去踩雷,https://www.google.com/maps/contrib/115025468005495958517/reviews?hl=zh-TW
168老潼關肉夾饃,皮小丘,"在地嚮導 · 221 則評論 · 3,059 張相片",1 年前,5 顆星,好吃,https://www.google.com/maps/contrib/112293304829360984653/reviews?hl=zh-TW
168老潼關肉夾饃,許詠緁,在地嚮導 · 17 則評論 · 23 張相片,1 年前,5 顆星,超好吃道地美食😍😍喜歡🥰🥰,https://www.google.com/maps/contrib/105902701544734276897/reviews?hl=zh-TW
168老潼關肉夾饃,sarah chu,"在地嚮導 · 147 則評論 · 1,234 張相片",1 年前,5 顆星,"第一次買，95元不便宜，但味道很讓人驚艷，值得。
招牌全家肉夾饃有碎肉、洋蔥、酸豆、馬鈴薯片，饃餅表層酥脆，一口咬下孜然香味和各食材交集成特別的美味，很值得一試。

馬鈴薯片脆脆的，似乎成了主角，肉屑較少，肉味比較不突出。",https://www.google.com/maps/contrib/103166321016996951790/reviews?hl=zh-TW
168老潼關肉夾饃,邱楷勛,在地嚮導 · 23 則評論 · 3 張相片,1 年前,5 顆星,老闆娘很親切，餅皮酥酥脆脆很好吃,https://www.google.com/maps/contrib/102822328525598229393/reviews?hl=zh-TW
168老潼關肉夾饃,劉哲瑜,6 則評論,1 年前,1 顆星,店家說要等十幾分鐘，實際上在現場等了40分鐘，專門點餐的人員即使有空和客人聊天和空檔沒事，也沒有過來和我說過一句話交代說還有等多久。,https://www.google.com/maps/contrib/102562357448520399293/reviews?hl=zh-TW
168老潼關肉夾饃,Traveler,"在地嚮導 · 1,394 則評論 · 8,069 張相片",1 年前,5 顆星,"內餡與餅皮很特殊
味道也非常特別
沒吃過的可以嚐嚐",https://www.google.com/maps/contrib/103560637853484371094/reviews?hl=zh-TW
168老潼關肉夾饃,38flower,在地嚮導 · 146 則評論 · 531 張相片,1 年前,4 顆星,好吃，但是等太久，而且硬生生比別人貴，我覺得不值得那個價碼啦,https://www.google.com/maps/contrib/109555575031194912053/reviews?hl=zh-TW
168老潼關肉夾饃,Zack Fan,12 則評論 · 10 張相片,1 年前,5 顆星,"肉夾饃🥙
優秀，遇到老闆娘就像是老鄉一樣
擁有相同在深圳打工的回憶呀
味道好，服務好。
推薦給大家。",https://www.google.com/maps/contrib/114738852238660007875/reviews?hl=zh-TW
168老潼關肉夾饃,曾晟遠,15 則評論 · 1 張相片,1 年前,5 顆星,酸辣土豆片超好吃，一定會二訪,https://www.google.com/maps/contrib/116747619460558641836/reviews?hl=zh-TW
168老潼關肉夾饃,黃士瑞,18 則評論 · 2 張相片,1 年前,5 顆星,吃過最好吃道地的肉夾饃 大推酸辣土豆片口味 真的超好吃,https://www.google.com/maps/contrib/111142969704974965752/reviews?hl=zh-TW
168老潼關肉夾饃,周志翰,4 則評論,1 年前,5 顆星,好吃，帶回家皮還是脆的。今天說店面快開了，到時再去吃吃看其他食物。,https://www.google.com/maps/contrib/101596137237402474394/reviews?hl=zh-TW
168老潼關肉夾饃,鄭雅珊,6 則評論 · 1 張相片,1 年前,5 顆星,老闆娘很親切，肉夾饃裡面的土豆超好吃🫶,https://www.google.com/maps/contrib/111421231606033294816/reviews?hl=zh-TW
168老潼關肉夾饃,顧詠心,在地嚮導 · 11 則評論 · 3 張相片,1 年前,5 顆星,"老闆娘超讚！好好吃！大家快去吃👍🏻
聽說之後要開店好興奮ㄌ",https://www.google.com/maps/contrib/114296148436010298342/reviews?hl=zh-TW
168老潼關肉夾饃,Lu Lu,在地嚮導 · 8 則評論 · 16 張相片,1 年前,5 顆星,好吃😋 …,https://www.google.com/maps/contrib/101814243774243419471/reviews?hl=zh-TW
168老潼關肉夾饃,wei chen,在地嚮導 · 14 則評論 · 3 張相片,1 年前,5 顆星,料很多，口味特別，好吃～～～,https://www.google.com/maps/contrib/101392496787619154546/reviews?hl=zh-TW
168老潼關肉夾饃,1萱,在地嚮導 · 15 則評論 · 10 張相片,1 年前,5 顆星,為什麼最近去武聖都沒看到了🥲,https://www.google.com/maps/contrib/102302918350753619836/reviews?hl=zh-TW
168老潼關肉夾饃,田田,7 則評論,1 年前,5 顆星,"好吃，料多實在（比別家的料還要多）
喜歡吃手工限量的涼粉涼皮、肉夾饃我也好愛❤️
老闆娘人很漂亮又親切～現吃還會貼心給衛生紙唷😆",https://www.google.com/maps/contrib/107063726959115922684/reviews?hl=zh-TW
無敵袋奶,飛比,"在地嚮導 · 557 則評論 · 3,227 張相片",3 個月前,5 顆星,"👉玫瑰奶茶：$80點的是熱的，所以多+$5，用杯子裝，如果可以喝冰的建議點冰的，不然很甜🤣
整體喝起來是還不錯，不過甜度是固定的

👉綠奶茶：$70點的是冰的，用玫瑰袋子裝，感覺質感整個上來了，不過這款個人喝起來很像感冒藥水，甜度也是固定

是在高雄夢時代-夜市王決賽買來吃的

*現金支付",https://www.google.com/maps/contrib/103165184186301868638/reviews?hl=zh-TW
無敵袋奶,Liang,在地嚮導 · 25 則評論 · 1 張相片,1 年前,5 顆星,超好喝的袋奶，明明就持續營業中，生意還超好！,https://www.google.com/maps/contrib/115450041680161163383/reviews?hl=zh-TW
無敵袋奶,丹丹,"在地嚮導 · 691 則評論 · 3,717 張相片",1 年前,4 顆星,"武聖夜市裡好喝的泰奶
有茶味 只是剛拿到和第一口覺得好甜 要等過一會冰塊溶解稀釋後 就順口些",https://www.google.com/maps/contrib/101644708393509125927/reviews?hl=zh-TW
碳烤雄大香雞排,Xiao Ha,在地嚮導 · 51 則評論 · 9 張相片,1 週前,5 顆星,好吃 回家放到冷掉了也好吃,https://www.google.com/maps/contrib/118159171351545149559/reviews?hl=zh-TW
碳烤雄大香雞排,Iris,在地嚮導 · 146 則評論 · 89 張相片,1 個月前,5 顆星,"雞排很好吃！而且很厚～
皮脆肉嫩 讚
老闆人好好～當天下雨還叫我進去躲雨🫶🏻🥹 …",https://www.google.com/maps/contrib/117179577585368879393/reviews?hl=zh-TW
碳烤雄大香雞排,Ada H,在地嚮導 · 62 則評論 · 27 張相片,2 個月前,1 顆星,"超難吃欸謝謝死鹹 雞排掉進鹽巴袋裡 肉柴
90塊買鹹骨頭",https://www.google.com/maps/contrib/100741464165581851300/reviews?hl=zh-TW
